areaCode,areaName,areaType,date,cumDailyNsoDeathsByDeathDate,hospitalCases,newCasesBySpecimenDate
E07000041,Exeter,ltla,2020-10-11,,,54
E07000041,Exeter,ltla,2020-10-10,,,42
E07000041,Exeter,ltla,2020-10-09,,,62
E07000041,Exeter,ltla,2020-10-08,,,78
E07000041,Exeter,ltla,2020-10-07,,,82
E07000041,Exeter,ltla,2020-10-06,,,71
E07000041,Exeter,ltla,2020-10-05,,,113
E07000041,Exeter,ltla,2020-10-04,,,65
E07000041,Exeter,ltla,2020-10-03,,,44
E07000041,Exeter,ltla,2020-10-02,,,73
E07000041,Exeter,ltla,2020-10-01,,,87
E07000041,Exeter,ltla,2020-09-30,,,119
E07000041,Exeter,ltla,2020-09-29,,,30
E07000041,Exeter,ltla,2020-09-28,,,38
E07000041,Exeter,ltla,2020-09-27,,,13
E07000041,Exeter,ltla,2020-09-26,,,9
E07000041,Exeter,ltla,2020-09-25,,,13
E07000041,Exeter,ltla,2020-09-24,,,22
E07000041,Exeter,ltla,2020-09-23,,,1
E07000041,Exeter,ltla,2020-09-22,,,19
E07000041,Exeter,ltla,2020-09-21,,,4
E07000041,Exeter,ltla,2020-09-20,,,14
E07000041,Exeter,ltla,2020-09-19,,,4
E07000041,Exeter,ltla,2020-09-18,,,5
E07000041,Exeter,ltla,2020-09-17,,,1
E07000041,Exeter,ltla,2020-09-16,,,2
E07000041,Exeter,ltla,2020-09-15,,,1
E07000041,Exeter,ltla,2020-09-14,,,2
E07000041,Exeter,ltla,2020-09-13,,,0
E07000041,Exeter,ltla,2020-09-12,,,0
E07000041,Exeter,ltla,2020-09-11,,,1
E07000041,Exeter,ltla,2020-09-10,,,2
E07000041,Exeter,ltla,2020-09-09,,,1
E07000041,Exeter,ltla,2020-09-08,,,0
E07000041,Exeter,ltla,2020-09-07,,,0
E07000041,Exeter,ltla,2020-09-06,,,2
E07000041,Exeter,ltla,2020-09-05,,,1
E07000041,Exeter,ltla,2020-09-04,,,5
E07000041,Exeter,ltla,2020-09-03,,,5
E07000041,Exeter,ltla,2020-09-02,,,2
E07000041,Exeter,ltla,2020-09-01,,,1
E07000041,Exeter,ltla,2020-08-31,,,0
E07000041,Exeter,ltla,2020-08-30,,,0
E07000041,Exeter,ltla,2020-08-29,,,0
E07000041,Exeter,ltla,2020-08-28,,,4
E07000041,Exeter,ltla,2020-08-27,,,2
E07000041,Exeter,ltla,2020-08-26,,,3
E07000041,Exeter,ltla,2020-08-25,,,0
E07000041,Exeter,ltla,2020-08-24,,,0
E07000041,Exeter,ltla,2020-08-23,,,0
E07000041,Exeter,ltla,2020-08-22,,,1
E07000041,Exeter,ltla,2020-08-21,,,2
E07000041,Exeter,ltla,2020-08-20,,,1
E07000041,Exeter,ltla,2020-08-19,,,5
E07000041,Exeter,ltla,2020-08-18,,,0
E07000041,Exeter,ltla,2020-08-17,,,1
E07000041,Exeter,ltla,2020-08-16,,,0
E07000041,Exeter,ltla,2020-08-15,,,0
E07000041,Exeter,ltla,2020-08-14,,,1
E07000041,Exeter,ltla,2020-08-13,,,0
E07000041,Exeter,ltla,2020-08-12,,,0
E07000041,Exeter,ltla,2020-08-11,,,0
E07000041,Exeter,ltla,2020-08-10,,,1
E07000041,Exeter,ltla,2020-08-09,,,1
E07000041,Exeter,ltla,2020-08-08,,,0
E07000041,Exeter,ltla,2020-08-07,,,1
E07000041,Exeter,ltla,2020-08-06,,,0
E07000041,Exeter,ltla,2020-08-05,,,0
E07000041,Exeter,ltla,2020-08-04,,,0
E07000041,Exeter,ltla,2020-08-03,,,0
E07000041,Exeter,ltla,2020-08-02,,,1
E07000041,Exeter,ltla,2020-08-01,,,0
E07000041,Exeter,ltla,2020-07-31,,,1
E07000041,Exeter,ltla,2020-07-30,,,1
E07000041,Exeter,ltla,2020-07-29,,,0
E07000041,Exeter,ltla,2020-07-28,,,0
E07000041,Exeter,ltla,2020-07-27,,,1
E07000041,Exeter,ltla,2020-07-26,,,0
E07000041,Exeter,ltla,2020-07-25,,,0
E07000041,Exeter,ltla,2020-07-24,,,2
E07000041,Exeter,ltla,2020-07-23,,,0
E07000041,Exeter,ltla,2020-07-22,,,1
E07000041,Exeter,ltla,2020-07-21,,,1
E07000041,Exeter,ltla,2020-07-20,,,0
E07000041,Exeter,ltla,2020-07-19,,,0
E07000041,Exeter,ltla,2020-07-18,,,1
E07000041,Exeter,ltla,2020-07-17,,,0
E07000041,Exeter,ltla,2020-07-16,,,1
E07000041,Exeter,ltla,2020-07-15,,,0
E07000041,Exeter,ltla,2020-07-14,,,0
E07000041,Exeter,ltla,2020-07-13,,,1
E07000041,Exeter,ltla,2020-07-12,,,1
E07000041,Exeter,ltla,2020-07-11,,,1
E07000041,Exeter,ltla,2020-07-10,,,1
E07000041,Exeter,ltla,2020-07-09,,,0
E07000041,Exeter,ltla,2020-07-08,,,0
E07000041,Exeter,ltla,2020-07-07,,,1
E07000041,Exeter,ltla,2020-07-06,,,0
E07000041,Exeter,ltla,2020-07-05,,,0
E07000041,Exeter,ltla,2020-07-04,,,1
E07000041,Exeter,ltla,2020-07-03,,,0
E07000041,Exeter,ltla,2020-07-02,,,0
E07000041,Exeter,ltla,2020-07-01,,,1
E07000041,Exeter,ltla,2020-06-30,,,0
E07000041,Exeter,ltla,2020-06-29,,,0
E07000041,Exeter,ltla,2020-06-28,,,0
E07000041,Exeter,ltla,2020-06-27,,,0
E07000041,Exeter,ltla,2020-06-26,,,0
E07000041,Exeter,ltla,2020-06-25,,,0
E07000041,Exeter,ltla,2020-06-24,,,0
E07000041,Exeter,ltla,2020-06-23,,,0
E07000041,Exeter,ltla,2020-06-22,,,0
E07000041,Exeter,ltla,2020-06-21,,,0
E07000041,Exeter,ltla,2020-06-20,,,1
E07000041,Exeter,ltla,2020-06-19,,,2
E07000041,Exeter,ltla,2020-06-18,,,1
E07000041,Exeter,ltla,2020-06-17,,,1
E07000041,Exeter,ltla,2020-06-16,,,0
E07000041,Exeter,ltla,2020-06-15,,,0
E07000041,Exeter,ltla,2020-06-14,,,0
E07000041,Exeter,ltla,2020-06-13,,,0
E07000041,Exeter,ltla,2020-06-12,,,0
E07000041,Exeter,ltla,2020-06-11,,,0
E07000041,Exeter,ltla,2020-06-10,,,1
E07000041,Exeter,ltla,2020-06-09,,,0
E07000041,Exeter,ltla,2020-06-08,,,2
E07000041,Exeter,ltla,2020-06-07,,,0
E07000041,Exeter,ltla,2020-06-06,,,0
E07000041,Exeter,ltla,2020-06-05,,,0
E07000041,Exeter,ltla,2020-06-04,,,0
E07000041,Exeter,ltla,2020-06-03,,,1
E07000041,Exeter,ltla,2020-06-02,,,0
E07000041,Exeter,ltla,2020-06-01,,,0
E07000041,Exeter,ltla,2020-05-31,,,1
E07000041,Exeter,ltla,2020-05-30,,,1
E07000041,Exeter,ltla,2020-05-29,,,0
E07000041,Exeter,ltla,2020-05-28,,,0
E07000041,Exeter,ltla,2020-05-27,,,0
E07000041,Exeter,ltla,2020-05-26,,,1
E07000041,Exeter,ltla,2020-05-25,,,0
E07000041,Exeter,ltla,2020-05-24,,,1
E07000041,Exeter,ltla,2020-05-23,,,1
E07000041,Exeter,ltla,2020-05-22,,,3
E07000041,Exeter,ltla,2020-05-21,,,0
E07000041,Exeter,ltla,2020-05-20,,,3
E07000041,Exeter,ltla,2020-05-19,,,2
E07000041,Exeter,ltla,2020-05-18,,,0
E07000041,Exeter,ltla,2020-05-17,,,2
E07000041,Exeter,ltla,2020-05-16,,,0
E07000041,Exeter,ltla,2020-05-15,,,3
E07000041,Exeter,ltla,2020-05-14,,,1
E07000041,Exeter,ltla,2020-05-13,,,6
E07000041,Exeter,ltla,2020-05-12,,,1
E07000041,Exeter,ltla,2020-05-11,,,0
E07000041,Exeter,ltla,2020-05-10,,,1
E07000041,Exeter,ltla,2020-05-09,,,0
E07000041,Exeter,ltla,2020-05-08,,,2
E07000041,Exeter,ltla,2020-05-07,,,3
E07000041,Exeter,ltla,2020-05-06,,,1
E07000041,Exeter,ltla,2020-05-05,,,3
E07000041,Exeter,ltla,2020-05-04,,,2
E07000041,Exeter,ltla,2020-05-03,,,2
E07000041,Exeter,ltla,2020-05-02,,,5
E07000041,Exeter,ltla,2020-05-01,,,5
E07000041,Exeter,ltla,2020-04-30,,,3
E07000041,Exeter,ltla,2020-04-29,,,3
E07000041,Exeter,ltla,2020-04-28,,,3
E07000041,Exeter,ltla,2020-04-27,,,8
E07000041,Exeter,ltla,2020-04-26,,,5
E07000041,Exeter,ltla,2020-04-25,,,3
E07000041,Exeter,ltla,2020-04-24,,,3
E07000041,Exeter,ltla,2020-04-23,,,2
E07000041,Exeter,ltla,2020-04-22,,,3
E07000041,Exeter,ltla,2020-04-21,,,3
E07000041,Exeter,ltla,2020-04-20,,,7
E07000041,Exeter,ltla,2020-04-19,,,1
E07000041,Exeter,ltla,2020-04-18,,,6
E07000041,Exeter,ltla,2020-04-17,,,5
E07000041,Exeter,ltla,2020-04-16,,,5
E07000041,Exeter,ltla,2020-04-15,,,5
E07000041,Exeter,ltla,2020-04-14,,,2
E07000041,Exeter,ltla,2020-04-13,,,7
E07000041,Exeter,ltla,2020-04-12,,,9
E07000041,Exeter,ltla,2020-04-11,,,4
E07000041,Exeter,ltla,2020-04-10,,,5
E07000041,Exeter,ltla,2020-04-09,,,8
E07000041,Exeter,ltla,2020-04-08,,,2
E07000041,Exeter,ltla,2020-04-07,,,11
E07000041,Exeter,ltla,2020-04-06,,,5
E07000041,Exeter,ltla,2020-04-05,,,3
E07000041,Exeter,ltla,2020-04-04,,,4
E07000041,Exeter,ltla,2020-04-03,,,5
E07000041,Exeter,ltla,2020-04-02,,,4
E07000041,Exeter,ltla,2020-04-01,,,9
E07000041,Exeter,ltla,2020-03-31,,,4
E07000041,Exeter,ltla,2020-03-30,,,5
E07000041,Exeter,ltla,2020-03-29,,,2
E07000041,Exeter,ltla,2020-03-28,,,4
E07000041,Exeter,ltla,2020-03-27,,,2
E07000041,Exeter,ltla,2020-03-26,,,2
E07000041,Exeter,ltla,2020-03-25,,,3
E07000041,Exeter,ltla,2020-03-24,,,0
E07000041,Exeter,ltla,2020-03-23,,,2
E07000041,Exeter,ltla,2020-03-22,,,0
E07000041,Exeter,ltla,2020-03-21,,,0
E07000041,Exeter,ltla,2020-03-20,,,2
E07000041,Exeter,ltla,2020-03-19,,,0
E07000041,Exeter,ltla,2020-03-18,,,0
E07000041,Exeter,ltla,2020-03-17,,,0
E07000041,Exeter,ltla,2020-03-16,,,2
E07000041,Exeter,ltla,2020-03-15,,,0
E07000041,Exeter,ltla,2020-03-14,,,1
E07000041,Exeter,ltla,2020-03-13,,,1
E07000041,Exeter,ltla,2020-03-12,,,0
E07000041,Exeter,ltla,2020-03-11,,,0
E07000041,Exeter,ltla,2020-03-10,,,0
E07000041,Exeter,ltla,2020-03-09,,,0
E07000041,Exeter,ltla,2020-03-08,,,0
E07000041,Exeter,ltla,2020-03-07,,,0
E07000041,Exeter,ltla,2020-03-06,,,0
E07000041,Exeter,ltla,2020-03-05,,,0
E07000041,Exeter,ltla,2020-03-04,,,1
E07000041,Exeter,ltla,2020-03-03,,,0
E07000041,Exeter,ltla,2020-03-02,,,1
